Extracurricular_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,study_hours,sleep_hours,Academic Pressure,Financial Stress,Depression
3.5,1.0,5.1,2.3,Low,6,9,3.0,5.0,0
3.5,1.0,5.1,2.3,Low,6,9,3.0,4.0,1
3.5,1.0,5.1,2.3,Low,6,9,5.0,5.0,1
3.5,1.0,5.1,2.3,Low,6,9,2.0,1.0,0
3.5,1.0,5.1,2.3,Low,6,9,5.0,2.0,0
3.5,1.0,5.1,2.3,Low,6,9,5.0,1.0,1
3.5,1.0,5.1,2.3,Low,6,9,1.0,2.0,0
3.5,1.0,5.1,2.3,Low,6,9,1.0,3.0,0
3.8,2.3,1.9,3.72,High,8,8,4.0,3.0,1
3.8,2.3,1.9,3.72,High,8,8,3.0,1.0,0
3.3,3.2,4.6,2.55,Low,5,8,3.0,1.0,0
3.3,3.2,4.6,2.55,Low,5,8,3.0,4.0,0
1.3,1.3,7.4,2.95,Moderate,6,8,4.0,3.0,1
1.3,1.3,7.4,2.95,Moderate,6,8,4.0,5.0,1
3.7,0.5,2.4,3.46,High,9,8,5.0,3.0,0
3.7,0.5,2.4,3.46,High,9,8,3.0,4.0,0
0.3,2.4,6.8,2.81,Moderate,6,8,4.0,4.0,1
2.6,5.7,0.6,3.28,High,10,6,4.0,2.0,1
2.6,5.7,0.6,3.28,High,10,6,3.0,4.0,1
0.2,0.7,8.6,2.81,Moderate,7,8,3.0,4.0,0
0.2,0.7,8.6,2.81,Moderate,7,8,3.0,5.0,1
0.2,0.7,8.6,2.81,Moderate,7,8,5.0,5.0,1
1.4,4.8,1.9,2.97,Moderate,7,9,2.0,5.0,1
0.6,4.2,3.3,2.83,Moderate,7,9,5.0,1.0,1
1.5,3.8,7.2,2.8,High,6,6,3.0,1.0,0
1.5,3.8,7.2,2.8,High,6,6,5.0,5.0,1
3.6,0.8,3.9,3.45,Moderate,8,8,1.0,1.0,0
3.6,0.8,3.9,3.45,Moderate,8,8,5.0,4.0,1
3.6,0.8,3.9,3.45,Moderate,8,8,5.0,5.0,1
3.6,0.8,3.9,3.45,Moderate,8,8,2.0,4.0,1
3.6,0.8,3.9,3.45,Moderate,8,8,5.0,2.0,1
3.6,0.8,3.9,3.45,Moderate,8,8,4.0,1.0,1
3.4,3.6,1.9,3.37,Moderate,7,8,4.0,2.0,1
3.4,3.6,1.9,3.37,Moderate,7,8,1.0,2.0,0
2.4,4.8,2.2,3.38,High,9,6,3.0,1.0,1
2.4,4.8,2.2,3.38,High,9,6,3.0,5.0,1
2.4,4.8,2.2,3.38,High,9,6,3.0,2.0,0
3.4,5.8,3.4,2.84,High,6,6,1.0,1.0,0
3.4,5.8,3.4,2.84,High,6,6,2.0,5.0,1
3.4,5.8,3.4,2.84,High,6,6,4.0,4.0,1
3.4,5.8,3.4,2.84,High,6,6,4.0,2.0,1
3.4,5.8,3.4,2.84,High,6,6,1.0,1.0,0
3.4,5.8,3.4,2.84,High,6,6,2.0,4.0,0
3.4,5.8,3.4,2.84,High,6,6,2.0,2.0,0
3.4,5.8,3.4,2.84,High,6,6,5.0,3.0,0
3.4,5.8,3.4,2.84,High,6,6,1.0,4.0,0
3.4,5.8,3.4,2.84,High,6,6,1.0,1.0,0
3.4,5.8,3.4,2.84,High,6,6,4.0,4.0,1
3.4,5.8,3.4,2.84,High,6,6,5.0,2.0,0
3.4,5.8,3.4,2.84,High,6,6,3.0,2.0,0
0.4,3.8,3.4,3.73,High,10,6,4.0,3.0,1
0.4,3.8,3.4,3.73,High,10,6,2.0,5.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,2.0,5.0,0
1.5,1.2,5.8,3.15,Moderate,6,9,3.0,1.0,0
1.5,1.2,5.8,3.15,Moderate,6,9,3.0,5.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,1.0,3.0,0
1.5,1.2,5.8,3.15,Moderate,6,9,4.0,3.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,5.0,5.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,5.0,4.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,2.0,5.0,0
1.5,1.2,5.8,3.15,Moderate,6,9,1.0,1.0,0
1.5,1.2,5.8,3.15,Moderate,6,9,1.0,5.0,1
1.5,1.2,5.8,3.15,Moderate,6,9,4.0,1.0,0
2.3,2.7,1.1,3.43,High,9,9,3.0,5.0,1
2.3,2.7,1.1,3.43,High,9,9,4.0,4.0,1
2.3,2.7,1.1,3.43,High,9,9,3.0,4.0,0
1.2,2.3,3.0,3.24,High,9,9,5.0,3.0,1
1.2,2.3,3.0,3.24,High,9,9,2.0,1.0,0
1.2,2.3,3.0,3.24,High,9,9,3.0,2.0,1
1.2,2.3,3.0,3.24,High,9,9,5.0,1.0,1
1.1,5.6,2.5,3.37,High,8,6,4.0,1.0,1
1.1,5.6,2.5,3.37,High,8,6,4.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,5.0,3.0,1
0.1,3.1,4.5,3.56,High,8,8,4.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,2.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,3.0,3.0,0
0.1,3.1,4.5,3.56,High,8,8,3.0,3.0,0
0.1,3.1,4.5,3.56,High,8,8,1.0,5.0,1
0.1,3.1,4.5,3.56,High,8,8,3.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,5.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,5.0,3.0,0
0.1,3.1,4.5,3.56,High,8,8,2.0,5.0,1
0.1,3.1,4.5,3.56,High,8,8,3.0,5.0,1
0.1,3.1,4.5,3.56,High,8,8,3.0,4.0,1
0.1,3.1,4.5,3.56,High,8,8,3.0,3.0,1
0.1,3.1,4.5,3.56,High,8,8,5.0,5.0,1
1.1,3.9,5.5,3.0,Moderate,7,6,1.0,2.0,0
1.1,3.9,5.5,3.0,Moderate,7,6,1.0,1.0,0
1.1,3.9,5.5,3.0,Moderate,7,6,4.0,4.0,0
0.2,5.0,4.1,3.04,Moderate,6,9,4.0,2.0,0
3.0,3.4,3.4,3.14,Moderate,8,6,1.0,2.0,0
3.0,3.4,3.4,3.14,Moderate,8,6,3.0,4.0,1
3.0,3.4,3.4,3.14,Moderate,8,6,2.0,1.0,0
3.0,3.4,3.4,3.14,Moderate,8,6,4.0,4.0,1
3.0,3.4,3.4,3.14,Moderate,8,6,3.0,3.0,1
3.0,3.4,3.4,3.14,Moderate,8,6,3.0,5.0,0
3.0,3.4,3.4,3.14,Moderate,8,6,3.0,5.0,1
3.1,2.9,2.0,3.5,High,10,6,5.0,4.0,1
3.1,2.9,2.0,3.5,High,10,6,3.0,3.0,0
3.1,2.9,2.0,3.5,High,10,6,4.0,2.0,1
3.1,2.9,2.0,3.5,High,10,6,4.0,1.0,1
3.1,2.9,2.0,3.5,High,10,6,3.0,4.0,1
3.1,2.9,2.0,3.5,High,10,6,1.0,2.0,0
3.1,2.9,2.0,3.5,High,10,6,2.0,2.0,1
3.1,2.9,2.0,3.5,High,10,6,3.0,1.0,0
3.1,2.9,2.0,3.5,High,10,6,4.0,2.0,1
3.1,2.9,2.0,3.5,High,10,6,3.0,4.0,1
3.1,2.9,2.0,3.5,High,10,6,4.0,4.0,1
3.1,2.9,2.0,3.5,High,10,6,4.0,3.0,1
3.1,2.9,2.0,3.5,High,10,6,3.0,3.0,1
2.1,2.0,1.6,3.43,High,9,9,3.0,5.0,1
2.1,2.0,1.6,3.43,High,9,9,4.0,4.0,1
2.1,2.0,1.6,3.43,High,9,9,3.0,4.0,0
0.5,3.2,6.9,3.36,High,8,6,3.0,4.0,0
0.5,3.2,6.9,3.36,High,8,6,5.0,3.0,0
0.5,3.2,6.9,3.36,High,8,6,3.0,2.0,1
1.4,4.1,7.0,3.12,Low,5,6,1.0,1.0,0
1.4,4.1,7.0,3.12,Low,5,6,1.0,3.0,0
1.1,0.2,3.9,3.3,High,10,9,4.0,5.0,1
1.1,0.2,3.9,3.3,High,10,9,4.0,4.0,1
1.1,0.2,3.9,3.3,High,10,9,5.0,1.0,1
1.1,0.2,3.9,3.3,High,10,9,2.0,4.0,1
1.1,0.2,3.9,3.3,High,10,9,3.0,2.0,0
1.1,0.2,3.9,3.3,High,10,9,2.0,5.0,1
1.1,0.2,3.9,3.3,High,10,9,2.0,5.0,1
1.1,0.2,3.9,3.3,High,10,9,3.0,1.0,0
0.5,2.9,5.0,3.15,Moderate,8,8,4.0,5.0,0
0.5,2.9,5.0,3.15,Moderate,8,8,5.0,3.0,1
0.5,2.9,5.0,3.15,Moderate,8,8,5.0,2.0,1
0.5,2.9,5.0,3.15,Moderate,8,8,3.0,4.0,1
0.5,2.9,5.0,3.15,Moderate,8,8,3.0,4.0,1
0.5,2.9,5.0,3.15,Moderate,8,8,2.0,2.0,0
0.5,2.9,5.0,3.15,Moderate,8,8,1.0,3.0,0
0.5,2.9,5.0,3.15,Moderate,8,8,5.0,5.0,1
0.5,2.9,5.0,3.15,Moderate,8,8,5.0,4.0,1
2.9,1.8,4.2,3.17,Moderate,7,8,1.0,2.0,0
2.9,1.8,4.2,3.17,Moderate,7,8,3.0,4.0,1
2.9,1.8,4.2,3.17,Moderate,7,8,1.0,2.0,0
3.1,0.5,8.3,2.9,Moderate,6,6,2.0,1.0,0
3.1,0.5,8.3,2.9,Moderate,6,6,3.0,5.0,1
3.1,0.5,8.3,2.9,Moderate,6,6,3.0,2.0,1
3.1,0.5,8.3,2.9,Moderate,6,6,3.0,4.0,1
3.1,0.5,8.3,2.9,Moderate,6,6,4.0,5.0,1
3.1,0.5,8.3,2.9,Moderate,6,6,2.0,1.0,0
3.2,1.0,3.1,3.48,High,9,8,4.0,1.0,0
3.2,1.0,3.1,3.48,High,9,8,5.0,3.0,1
3.2,1.0,3.1,3.48,High,9,8,1.0,1.0,0
3.2,1.0,3.1,3.48,High,9,8,1.0,5.0,1
3.2,1.0,3.1,3.48,High,9,8,5.0,5.0,1
3.2,1.0,3.1,3.48,High,9,8,3.0,5.0,1
3.2,1.0,3.1,3.48,High,9,8,1.0,1.0,1
3.2,1.0,3.1,3.48,High,9,8,5.0,5.0,1
3.2,1.0,3.1,3.48,High,9,8,4.0,3.0,1
3.2,1.0,3.1,3.48,High,9,8,3.0,1.0,0
1.0,5.3,4.0,3.27,Low,5,8,5.0,4.0,1
1.0,5.3,4.0,3.27,Low,5,8,5.0,4.0,1
1.0,5.3,4.0,3.27,Low,5,8,5.0,2.0,0
0.3,3.0,5.4,3.09,Moderate,8,8,3.0,4.0,1
1.1,1.5,7.1,3.24,High,9,6,1.0,1.0,0
0.5,3.2,7.1,3.04,High,8,6,5.0,2.0,1
1.2,2.9,0.9,3.51,High,10,9,2.0,4.0,0
1.2,2.9,0.9,3.51,High,10,9,2.0,3.0,0
1.2,2.9,0.9,3.51,High,10,9,1.0,2.0,0
1.5,4.4,4.6,2.8,Moderate,6,8,2.0,5.0,0
1.5,4.4,4.6,2.8,Moderate,6,8,1.0,2.0,0
1.5,4.4,4.6,2.8,Moderate,6,8,2.0,1.0,0
1.5,4.4,4.6,2.8,Moderate,6,8,2.0,2.0,0
1.5,4.4,4.6,2.8,Moderate,6,8,4.0,3.0,0
2.8,3.1,1.3,3.43,High,9,8,3.0,2.0,1
2.8,3.1,1.3,3.43,High,9,8,5.0,5.0,1
2.8,3.1,1.3,3.43,High,9,8,3.0,5.0,1
2.8,3.1,1.3,3.43,High,9,8,2.0,2.0,0
0.6,3.1,4.9,2.79,Moderate,7,8,1.0,1.0,0
3.2,4.0,0.5,3.2,High,9,8,1.0,5.0,1
3.6,2.1,0.4,3.11,High,10,8,4.0,4.0,1
3.6,2.1,0.4,3.11,High,10,8,5.0,3.0,1
3.6,2.1,0.4,3.11,High,10,8,4.0,2.0,1
3.6,2.1,0.4,3.11,High,10,8,1.0,3.0,0
3.6,2.1,0.4,3.11,High,10,8,5.0,5.0,1
3.6,2.1,0.4,3.11,High,10,8,4.0,5.0,0
3.6,2.1,0.4,3.11,High,10,8,5.0,3.0,0
3.6,2.1,0.4,3.11,High,10,8,3.0,4.0,0
3.6,2.1,0.4,3.11,High,10,8,4.0,3.0,1
3.6,2.1,0.4,3.11,High,10,8,3.0,1.0,1
3.6,2.1,0.4,3.11,High,10,8,2.0,4.0,1
3.6,2.1,0.4,3.11,High,10,8,1.0,2.0,0
3.6,2.1,0.4,3.11,High,10,8,2.0,4.0,0
3.6,2.1,0.4,3.11,High,10,8,3.0,5.0,1
3.6,2.1,0.4,3.11,High,10,8,3.0,5.0,1
3.2,0.4,7.5,2.74,Moderate,7,6,1.0,1.0,0
3.2,0.4,7.5,2.74,Moderate,7,6,1.0,1.0,0
2.1,1.4,4.4,3.31,Moderate,8,8,2.0,5.0,1
2.1,1.4,4.4,3.31,Moderate,8,8,2.0,5.0,1
2.1,1.4,4.4,3.31,Moderate,8,8,3.0,1.0,1
2.1,1.4,4.4,3.31,Moderate,8,8,3.0,4.0,1
1.2,0.1,4.9,3.1,High,9,8,2.0,5.0,0
0.3,1.3,5.7,2.9,Moderate,8,9,2.0,3.0,0
0.3,1.3,5.7,2.9,Moderate,8,9,2.0,5.0,1
0.3,1.3,5.7,2.9,Moderate,8,9,5.0,2.0,1
1.2,4.4,1.5,3.62,High,9,8,3.0,2.0,1
1.2,4.4,1.5,3.62,High,9,8,2.0,5.0,0
1.2,4.4,1.5,3.62,High,9,8,1.0,2.0,0
1.2,4.4,1.5,3.62,High,9,8,3.0,5.0,1
1.2,4.4,1.5,3.62,High,9,8,3.0,3.0,0
1.2,4.4,1.5,3.62,High,9,8,1.0,2.0,0
3.6,1.4,5.2,3.4,High,8,6,3.0,5.0,1
3.6,1.4,5.2,3.4,High,8,6,3.0,4.0,0
3.6,1.4,5.2,3.4,High,8,6,5.0,2.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,4.0,5.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,2.0,3.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,4.0,1.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,1.0,4.0,0
1.2,0.5,7.2,2.76,Moderate,6,9,4.0,4.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,5.0,2.0,1
1.2,0.5,7.2,2.76,Moderate,6,9,3.0,2.0,0
1.7,0.5,4.7,3.23,High,9,8,4.0,3.0,1
1.7,0.5,4.7,3.23,High,9,8,3.0,1.0,0
4.0,0.3,3.9,3.15,Moderate,7,8,2.0,2.0,0
4.0,0.3,3.9,3.15,Moderate,7,8,2.0,1.0,0
4.0,0.3,3.9,3.15,Moderate,7,8,5.0,2.0,1
4.0,0.3,3.9,3.15,Moderate,7,8,5.0,1.0,0
4.0,0.3,3.9,3.15,Moderate,7,8,2.0,3.0,1
1.6,3.3,2.7,3.39,High,10,6,2.0,2.0,0
1.6,3.3,2.7,3.39,High,10,6,3.0,4.0,1
1.8,3.4,4.6,2.7,Low,5,9,3.0,5.0,1
1.8,3.4,4.6,2.7,Low,5,9,3.0,2.0,0
1.8,3.4,4.6,2.7,Low,5,9,5.0,3.0,1
1.8,3.4,4.6,2.7,Low,5,9,3.0,1.0,0
1.1,1.0,5.5,3.4,High,10,6,1.0,3.0,1
1.1,1.0,5.5,3.4,High,10,6,3.0,5.0,1
1.1,1.0,5.5,3.4,High,10,6,2.0,5.0,1
1.1,1.0,5.5,3.4,High,10,6,3.0,5.0,1
1.1,1.0,5.5,3.4,High,10,6,4.0,4.0,1
1.1,1.0,5.5,3.4,High,10,6,3.0,1.0,0
1.1,1.0,5.5,3.4,High,10,6,4.0,1.0,0
1.3,5.2,2.5,3.2,High,9,6,5.0,3.0,1
1.1,2.7,4.4,3.15,Moderate,7,9,3.0,5.0,1
1.1,2.7,4.4,3.15,Moderate,7,9,5.0,5.0,0
1.1,2.7,4.4,3.15,Moderate,7,9,3.0,2.0,0
1.1,2.7,4.4,3.15,Moderate,7,9,5.0,2.0,1
1.1,2.7,4.4,3.15,Moderate,7,9,2.0,1.0,0
1.1,2.7,4.4,3.15,Moderate,7,9,1.0,1.0,0
1.1,2.7,4.4,3.15,Moderate,7,9,4.0,5.0,1
3.2,2.1,2.8,2.78,Moderate,7,9,3.0,3.0,1
3.2,2.1,2.8,2.78,Moderate,7,9,2.0,3.0,0
0.4,5.5,0.8,3.73,High,10,8,3.0,4.0,1
0.4,5.5,0.8,3.73,High,10,8,1.0,4.0,1
0.4,5.5,0.8,3.73,High,10,8,1.0,3.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,5.0,2.0,0
0.3,5.6,4.0,2.76,Moderate,8,6,2.0,4.0,0
0.3,5.6,4.0,2.76,Moderate,8,6,3.0,1.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,4.0,5.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,5.0,5.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,2.0,1.0,0
0.3,5.6,4.0,2.76,Moderate,8,6,2.0,2.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,3.0,4.0,1
0.3,5.6,4.0,2.76,Moderate,8,6,2.0,2.0,1
0.3,1.8,4.4,3.23,High,10,8,5.0,3.0,1
0.3,1.8,4.4,3.23,High,10,8,4.0,2.0,1
0.3,1.8,4.4,3.23,High,10,8,1.0,4.0,0
3.8,0.4,4.4,3.11,Moderate,8,8,3.0,3.0,0
3.8,0.4,4.4,3.11,Moderate,8,8,5.0,1.0,0
3.8,0.4,4.4,3.11,Moderate,8,8,1.0,1.0,0
3.8,0.4,4.4,3.11,Moderate,8,8,5.0,1.0,0
1.4,2.3,2.9,3.11,High,8,9,3.0,1.0,1
1.4,2.3,2.9,3.11,High,8,9,1.0,4.0,0
1.4,2.3,2.9,3.11,High,8,9,1.0,1.0,0
1.4,2.3,2.9,3.11,High,8,9,1.0,2.0,0
1.4,2.3,2.9,3.11,High,8,9,3.0,5.0,1
1.4,2.3,2.9,3.11,High,8,9,1.0,5.0,1
1.4,2.3,2.9,3.11,High,8,9,3.0,5.0,0
1.4,2.3,2.9,3.11,High,8,9,1.0,2.0,0
1.4,2.3,2.9,3.11,High,8,9,2.0,3.0,1
1.4,2.3,2.9,3.11,High,8,9,5.0,5.0,1
1.1,1.1,4.2,3.22,High,9,9,4.0,4.0,1
1.1,1.1,4.2,3.22,High,9,9,1.0,5.0,0
1.1,1.1,4.2,3.22,High,9,9,1.0,4.0,0
1.1,1.1,4.2,3.22,High,9,9,3.0,4.0,1
1.1,1.1,4.2,3.22,High,9,9,1.0,5.0,1
1.1,1.1,4.2,3.22,High,9,9,1.0,1.0,0
1.1,1.1,4.2,3.22,High,9,9,2.0,2.0,0
1.1,1.1,4.2,3.22,High,9,9,4.0,5.0,1
1.1,1.1,4.2,3.22,High,9,9,4.0,5.0,1
1.1,1.1,4.2,3.22,High,9,9,4.0,4.0,1
1.1,1.1,4.2,3.22,High,9,9,5.0,3.0,0
1.1,1.1,4.2,3.22,High,9,9,4.0,2.0,1
1.5,4.8,0.5,3.3,High,10,8,3.0,4.0,1
1.5,4.8,0.5,3.3,High,10,8,4.0,1.0,0
1.5,4.8,0.5,3.3,High,10,8,3.0,2.0,1
1.5,4.8,0.5,3.3,High,10,8,3.0,2.0,0
1.5,4.8,0.5,3.3,High,10,8,2.0,5.0,0
1.5,4.8,0.5,3.3,High,10,8,3.0,4.0,1
1.5,4.8,0.5,3.3,High,10,8,4.0,5.0,1
1.5,4.8,0.5,3.3,High,10,8,4.0,4.0,1
1.5,4.8,0.5,3.3,High,10,8,4.0,4.0,1
1.5,4.8,0.5,3.3,High,10,8,3.0,2.0,1
1.5,4.8,0.5,3.3,High,10,8,4.0,5.0,1
3.9,1.3,5.7,3.3,Moderate,7,6,4.0,1.0,0
3.9,1.3,5.7,3.3,Moderate,7,6,5.0,2.0,0
3.9,1.3,5.7,3.3,Moderate,7,6,5.0,5.0,1
3.9,1.3,5.7,3.3,Moderate,7,6,3.0,3.0,0
3.5,0.1,2.9,3.36,High,9,8,5.0,1.0,1
3.1,1.4,6.0,3.14,High,8,6,1.0,2.0,0
3.1,1.4,6.0,3.14,High,8,6,3.0,4.0,1
3.1,1.4,6.0,3.14,High,8,6,2.0,1.0,0
3.1,1.4,6.0,3.14,High,8,6,4.0,4.0,1
3.1,1.4,6.0,3.14,High,8,6,3.0,3.0,1
3.1,1.4,6.0,3.14,High,8,6,3.0,5.0,0
3.1,1.4,6.0,3.14,High,8,6,3.0,5.0,1
0.0,2.2,5.5,3.41,Moderate,7,9,5.0,4.0,1
0.0,2.2,5.5,3.41,Moderate,7,9,2.0,5.0,1
0.0,2.2,5.5,3.41,Moderate,7,9,4.0,5.0,1
0.0,2.2,5.5,3.41,Moderate,7,9,5.0,5.0,1
2.7,4.9,0.2,2.68,Moderate,8,8,3.0,5.0,0
2.7,4.9,0.2,2.68,Moderate,8,8,4.0,5.0,1
2.7,4.9,0.2,2.68,Moderate,8,8,1.0,4.0,0
2.7,4.9,0.2,2.68,Moderate,8,8,4.0,4.0,1
2.7,4.9,0.2,2.68,Moderate,8,8,4.0,4.0,0
2.6,0.6,4.5,3.62,High,10,6,1.0,1.0,0
2.6,0.6,4.5,3.62,High,10,6,4.0,2.0,1
2.6,0.6,4.5,3.62,High,10,6,1.0,1.0,1
2.6,0.6,4.5,3.62,High,10,6,5.0,1.0,0
2.6,0.6,4.5,3.62,High,10,6,3.0,2.0,1
2.6,0.6,4.5,3.62,High,10,6,3.0,5.0,1
2.6,0.6,4.5,3.62,High,10,6,5.0,2.0,1
2.6,0.6,4.5,3.62,High,10,6,3.0,4.0,1
3.3,0.1,3.0,3.34,High,9,9,3.0,5.0,1
3.3,0.1,3.0,3.34,High,9,9,3.0,2.0,0
3.3,0.1,3.0,3.34,High,9,9,4.0,2.0,1
3.3,0.5,1.3,3.18,High,10,9,4.0,3.0,0
3.3,0.5,1.3,3.18,High,10,9,4.0,4.0,1
3.3,0.5,1.3,3.18,High,10,9,4.0,2.0,1
3.3,0.5,1.3,3.18,High,10,9,3.0,5.0,1
3.3,0.5,1.3,3.18,High,10,9,3.0,3.0,0
3.3,0.5,1.3,3.18,High,10,9,3.0,5.0,1
3.3,0.5,1.3,3.18,High,10,9,2.0,5.0,1
3.3,0.5,1.3,3.18,High,10,9,1.0,2.0,0
3.3,0.5,1.3,3.18,High,10,9,3.0,5.0,1
2.3,3.5,0.3,3.41,High,10,8,2.0,5.0,0
2.3,3.5,0.3,3.41,High,10,8,1.0,2.0,0
2.3,3.5,0.3,3.41,High,10,8,3.0,3.0,1
2.3,3.5,0.3,3.41,High,10,8,3.0,1.0,1
2.3,3.5,0.3,3.41,High,10,8,5.0,2.0,1
2.3,3.5,0.3,3.41,High,10,8,5.0,3.0,1
2.3,3.5,0.3,3.41,High,10,8,1.0,4.0,1
2.3,3.5,0.3,3.41,High,10,8,3.0,5.0,1
1.5,0.0,8.0,3.15,Moderate,7,8,2.0,2.0,0
1.5,0.0,8.0,3.15,Moderate,7,8,2.0,1.0,0
1.5,0.0,8.0,3.15,Moderate,7,8,5.0,2.0,1
1.5,0.0,8.0,3.15,Moderate,7,8,5.0,1.0,0
1.5,0.0,8.0,3.15,Moderate,7,8,2.0,3.0,1
0.8,4.8,5.9,2.76,Moderate,6,6,4.0,1.0,1
0.8,4.8,5.9,2.76,Moderate,6,6,4.0,5.0,1
0.8,4.8,5.9,2.76,Moderate,6,6,3.0,3.0,0
0.8,4.8,5.9,2.76,Moderate,6,6,2.0,3.0,1
0.8,4.8,5.9,2.76,Moderate,6,6,3.0,1.0,1
3.5,0.5,6.3,3.0,Moderate,8,6,3.0,5.0,1
3.5,0.5,6.3,3.0,Moderate,8,6,1.0,3.0,0
3.5,0.5,6.3,3.0,Moderate,8,6,5.0,5.0,1
3.5,0.5,6.3,3.0,Moderate,8,6,2.0,4.0,1
3.5,0.5,6.3,3.0,Moderate,8,6,1.0,1.0,0
3.0,4.9,1.5,2.99,Moderate,7,8,1.0,1.0,0
3.0,4.9,1.5,2.99,Moderate,7,8,2.0,5.0,1
3.0,4.9,1.5,2.99,Moderate,7,8,3.0,3.0,0
3.0,4.9,1.5,2.99,Moderate,7,8,1.0,1.0,0
3.0,4.9,1.5,2.99,Moderate,7,8,1.0,1.0,0
3.0,4.9,1.5,2.99,Moderate,7,8,1.0,2.0,0
1.1,3.5,3.2,3.49,High,8,8,3.0,5.0,1
1.1,3.5,3.2,3.49,High,8,8,3.0,2.0,0
1.1,3.5,3.2,3.49,High,8,8,3.0,5.0,1
1.8,4.0,4.2,2.91,Moderate,6,8,3.0,3.0,1
1.8,4.0,4.2,2.91,Moderate,6,8,2.0,1.0,0
1.6,0.8,4.5,3.3,High,9,8,3.0,4.0,1
1.6,0.8,4.5,3.3,High,9,8,4.0,2.0,1
1.6,0.8,4.5,3.3,High,9,8,5.0,2.0,1
1.6,0.8,4.5,3.3,High,9,8,4.0,3.0,1
1.6,0.8,4.5,3.3,High,9,8,4.0,3.0,1
0.1,2.9,6.4,3.42,High,9,6,5.0,4.0,1
0.1,2.9,6.4,3.42,High,9,6,1.0,4.0,1
0.1,2.9,6.4,3.42,High,9,6,3.0,5.0,0
2.1,3.0,0.8,3.51,High,10,8,3.0,1.0,0
2.1,3.0,0.8,3.51,High,10,8,3.0,5.0,1
2.1,3.0,0.8,3.51,High,10,8,2.0,4.0,1
0.3,5.5,6.2,3.28,High,6,6,3.0,3.0,1
0.3,5.5,6.2,3.28,High,6,6,4.0,3.0,1
0.3,5.5,6.2,3.28,High,6,6,4.0,3.0,1
3.6,0.3,3.5,3.27,Moderate,8,9,5.0,5.0,1
3.6,0.3,3.5,3.27,Moderate,8,9,5.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,4.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,2.0,3.0,1
0.5,5.3,1.0,3.78,High,10,8,3.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,3.0,1.0,1
0.5,5.3,1.0,3.78,High,10,8,3.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,4.0,2.0,1
0.5,5.3,1.0,3.78,High,10,8,5.0,1.0,0
0.5,5.3,1.0,3.78,High,10,8,4.0,3.0,1
0.5,5.3,1.0,3.78,High,10,8,1.0,1.0,0
0.5,5.3,1.0,3.78,High,10,8,1.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,4.0,5.0,1
0.5,5.3,1.0,3.78,High,10,8,1.0,2.0,0
0.5,5.3,1.0,3.78,High,10,8,1.0,5.0,0
0.5,5.3,1.0,3.78,High,10,8,1.0,4.0,0
0.5,5.3,1.0,3.78,High,10,8,2.0,2.0,0
0.5,5.3,1.0,3.78,High,10,8,1.0,2.0,0
0.5,5.3,1.0,3.78,High,10,8,2.0,2.0,1
0.5,5.3,1.0,3.78,High,10,8,2.0,4.0,1
3.0,2.7,1.6,2.95,Moderate,7,9,3.0,1.0,0
3.0,2.7,1.6,2.95,Moderate,7,9,3.0,4.0,0
3.0,2.7,1.6,2.95,Moderate,7,9,1.0,2.0,0
2.9,0.6,2.0,3.87,High,10,9,4.0,5.0,1
3.3,2.8,3.9,3.11,Moderate,6,8,3.0,4.0,1
3.3,2.8,3.9,3.11,Moderate,6,8,2.0,3.0,1
3.3,2.8,3.9,3.11,Moderate,6,8,1.0,1.0,0
3.3,2.8,3.9,3.11,Moderate,6,8,1.0,4.0,1
3.3,2.8,3.9,3.11,Moderate,6,8,1.0,2.0,0
1.6,4.0,1.7,2.94,High,9,8,2.0,3.0,0
0.2,2.7,3.2,3.11,High,9,9,1.0,2.0,0
0.2,2.7,3.2,3.11,High,9,9,1.0,3.0,0
0.2,2.7,3.2,3.11,High,9,9,5.0,5.0,1
